Adj_Open,Adj_High,Adj_Low,Adj_Close
0.220110488,0.220110488,0.218378471,0.218378471
0.220110488,0.221842505,0.220110488,0.220110488
0.214625768,0.214625768,0.211017399,0.211017399
0.209285382,0.209285382,0.207553365,0.207553365
0.205677014,0.205677014,0.203800662,0.203800662
0.203800662,0.203800662,0.202068645,0.202068645
0.203800662,0.205677014,0.203800662,0.203800662
0.205677014,0.207553365,0.205677014,0.205677014
0.207553365,0.209285382,0.207553365,0.207553365
0.207553365,0.209285382,0.207553365,0.207553365
0.207553365,0.207553365,0.205677014,0.205677014
0.203800662,0.203800662,0.202068645,0.202068645
0.202068645,0.203800662,0.202068645,0.202068645
0.200336628,0.200336628,0.198460276,0.198460276
0.202068645,0.203800662,0.202068645,0.202068645
0.198460276,0.198460276,0.194851908,0.194851908
0.191243539,0.191243539,0.189511522,0.189511522
0.189511522,0.191243539,0.189511522,0.189511522
0.189511522,0.189511522,0.18763517,0.18763517
0.185758819,0.185758819,0.184026802,0.184026802
0.185758819,0.18763517,0.185758819,0.185758819
0.193119891,0.194851908,0.193119891,0.193119891
0.193119891,0.194851908,0.193119891,0.193119891
0.193119891,0.194851908,0.193119891,0.193119891
0.193119891,0.194851908,0.193119891,0.193119891
0.191243539,0.191243539,0.189511522,0.189511522
0.189511522,0.189511522,0.185758819,0.185758819
0.185758819,0.18763517,0.185758819,0.185758819
0.193119891,0.196583925,0.193119891,0.193119891
0.198460276,0.202068645,0.198460276,0.198460276
0.198460276,0.200336628,0.198460276,0.198460276
0.193119891,0.193119891,0.191243539,0.191243539
0.191243539,0.191243539,0.189511522,0.189511522
0.185758819,0.185758819,0.184026802,0.184026802
0.184026802,0.185758819,0.184026802,0.184026802
0.184026802,0.184026802,0.182294785,0.182294785
0.175078048,0.175078048,0.173201696,0.173201696
0.16786131,0.16786131,0.165984958,0.165984958
0.165984958,0.16786131,0.165984958,0.165984958
0.160500238,0.160500238,0.158768221,0.158768221
0.164108607,0.165984958,0.164108607,0.164108607
0.16786131,0.169593327,0.16786131,0.16786131
0.178542081,0.180418433,0.178542081,0.178542081
0.180418433,0.184026802,0.180418433,0.180418433
0.184026802,0.185758819,0.184026802,0.184026802
0.191243539,0.193119891,0.191243539,0.191243539
0.193119891,0.194851908,0.193119891,0.193119891
0.205677014,0.207553365,0.205677014,0.205677014
0.205677014,0.207553365,0.205677014,0.205677014
0.207553365,0.209285382,0.207553365,0.207553365
0.205677014,0.205677014,0.203800662,0.203800662
0.196583925,0.196583925,0.194851908,0.194851908
0.194851908,0.196583925,0.194851908,0.194851908
0.18763517,0.18763517,0.185758819,0.185758819
0.193119891,0.194851908,0.193119891,0.193119891
0.194851908,0.196583925,0.194851908,0.194851908
0.200336628,0.202068645,0.200336628,0.200336628
0.189511522,0.189511522,0.18763517,0.18763517
0.18763517,0.18763517,0.185758819,0.185758819
0.180418433,0.180418433,0.178542081,0.178542081
0.178542081,0.178542081,0.176810064,0.176810064
0.178542081,0.180418433,0.178542081,0.178542081
0.189511522,0.191243539,0.189511522,0.189511522
0.191243539,0.193119891,0.191243539,0.191243539
0.191243539,0.191243539,0.189511522,0.189511522
0.189511522,0.191243539,0.189511522,0.189511522
0.193119891,0.194851908,0.193119891,0.193119891
0.205677014,0.209285382,0.205677014,0.205677014
0.205677014,0.207553365,0.205677014,0.205677014
0.207553365,0.209285382,0.207553365,0.207553365
0.212893751,0.214625768,0.212893751,0.212893751
0.221842505,0.223718857,0.221842505,0.221842505
0.232811946,0.234543963,0.232811946,0.232811946
0.248977438,0.250853789,0.248977438,0.248977438
0.256194175,0.258070527,0.256194175,0.256194175
0.245369069,0.245369069,0.243637052,0.243637052
0.247101086,0.248977438,0.247101086,0.247101086
0.259802544,0.261534561,0.259802544,0.259802544
0.254317823,0.254317823,0.252585806,0.252585806
0.263410912,0.265142929,0.263410912,0.263410912
0.265142929,0.267019281,0.265142929,0.265142929
0.252585806,0.252585806,0.250853789,0.250853789
0.259802544,0.261534561,0.259802544,0.259802544
0.256194175,0.256194175,0.254317823,0.254317823
0.261534561,0.263410912,0.261534561,0.261534561
0.263410912,0.265142929,0.263410912,0.263410912
0.272359667,0.274236018,0.272359667,0.272359667
0.272359667,0.272359667,0.27062765,0.27062765
0.265142929,0.265142929,0.261534561,0.261534561
0.258070527,0.258070527,0.256194175,0.256194175
0.258070527,0.259802544,0.258070527,0.258070527
0.263410912,0.265142929,0.263410912,0.263410912
0.27062765,0.272359667,0.27062765,0.27062765
0.27062765,0.272359667,0.27062765,0.27062765
0.263410912,0.263410912,0.261534561,0.261534561
0.261534561,0.265142929,0.261534561,0.261534561
0.265142929,0.268895633,0.265142929,0.265142929
0.265142929,0.267019281,0.265142929,0.265142929
0.265142929,0.265142929,0.263410912,0.263410912
0.267019281,0.27062765,0.267019281,0.267019281
0.267019281,0.272359667,0.259802544,0.27062765
0.27062765,0.277844387,0.27062765,0.272359667
0.272359667,0.292277862,0.272359667,0.292277862
0.294154213,0.317536442,0.294154213,0.315660091
0.315660091,0.341063006,0.313928074,0.339186654
0.339186654,0.357228498,0.339186654,0.346403392
0.346403392,0.351888112,0.331969917,0.335578286
0.335578286,0.35001176,0.331969917,0.339186654
0.339186654,0.344671375,0.333846269,0.341063006
0.339186654,0.339186654,0.326629531,0.331969917
0.331969917,0.341063006,0.331969917,0.339186654
0.339186654,0.35001176,0.339186654,0.346403392
0.346403392,0.369929955,0.344671375,0.366177252
0.366177252,0.386095447,0.360836866,0.375270341
0.375270341,0.386095447,0.373393989,0.373393989
0.373393989,0.375270341,0.35001176,0.351888112
0.351888112,0.355352146,0.335578286,0.353620129
0.353620129,0.364445235,0.353620129,0.362568883
0.362568883,0.366177252,0.357228498,0.362568883
0.362568883,0.366177252,0.357228498,0.366177252
0.366177252,0.389703816,0.362568883,0.386095447
0.389703816,0.425787502,0.389703816,0.413086044
0.413086044,0.443829345,0.413086044,0.443829345
0.443829345,0.460139172,0.440220977,0.447437714
