Date,AAPL,MSFT,GOOG,SPY
2016-10-04,111.02806712844,55.626750692382,776.43,206.64935302734375
2016-10-05,111.07719459177,56.015477112315,776.47,207.56382751464844
2016-10-06,111.90253597573,56.112658717298,776.86,207.7082061767578
2016-10-07,112.06956935106,56.170967680288,775.08,206.9958953857422
2016-10-10,114.02484239164,56.404203532248,785.94,208.07398986816406
2016-10-11,114.2704797083,55.578159889891,783.07,205.4461212158203
2016-10-12,115.29233094559,55.500414605904,786.14,205.7156524658203
2016-10-13,114.9386132096,55.315769556436,778.19,205.0418243408203
2016-10-14,115.57727023291,55.801677581352,778.53,205.14773559570312
2016-10-17,115.49866629158,55.607314371386,779.96,204.4354248046875
2016-10-18,115.42006235025,56.034913433312,795.26,205.7156524658203
2016-10-19,115.07617010693,55.908577346834,801.56,206.2643280029297
2016-10-20,115.01721715093,55.636468852881,796.97,205.87928771972656
2016-10-21,114.56524448828,57.978545532976,799.37,205.97552490234375
2016-10-24,115.59692121824,59.280779039751,813.11,206.8514862060547
2016-10-25,116.18645077821,59.271060879252,807.67,206.15843200683594
2016-10-26,113.57286972899,58.921207101313,799.07,205.7445526123047
2016-10-27,112.48224004304,58.406144594902,795.35,205.1958465576172
2016-10-28,111.73550260041,58.18262690344,795.37,204.58941650390625
2016-10-31,111.55864373242,58.231217705932,784.54,204.59902954101562
2016-11-01,109.54441773584,58.114599779952,783.61,203.11663818359375
2016-11-02,109.6426726625,57.755027841514,768.7,201.89414978027344
2016-11-03,108.47343903522,57.541228310551,762.13,200.97006225585938
2016-11-04,107.49566698164,57.055320285635,762.02,200.74867248535156
2016-11-07,109.04627518782,58.717125730848,782.52,205.1765899658203
2016-11-08,109.68824673815,58.76571653334,790.51,206.10069274902344
2016-11-09,109.51047000114,58.47417171839,785.31,208.2857666015625
2016-11-10,106.45863601572,57.045602125137,762.56,208.80555725097656
2016-11-11,107.09073108066,57.356583261083,754.02,208.32427978515625
2016-11-14,104.40432705466,56.481948816234,736.08,208.48793029785156
2016-11-15,105.78703500922,57.589819113043,758.49,210.11471557617188
2016-11-16,108.63146280145,58.352857314303,764.48,209.7200164794922
2016-11-17,108.5919568599,59.321328877441,771.23,210.79815673828125
2016-11-18,108.70059819918,59.037635187228,760.54,210.3264617919922
2016-11-21,110.34997125926,59.53654478036,769.2,211.91473388671875
2016-11-22,110.41910665699,59.790890847447,768.27,212.32867431640625
2016-11-23,109.85614698978,59.086547892437,760.99,212.44418334960938
2016-11-25,110.4092301716,59.213720925981,761.68,213.23350524902344
